week_end,pathogen,geography,percent_visits,status,trend_on_date,recent_trend,month,year,age_group,gender,socio_economic_status,air_quality_index,temperature,humidity,mobility_index,mask_compliance,estimated_cost
2022-10-01,Influenza,New Jersey,0.2,Reporting,Increasing,Decreasing,10,2022,0-17,Male,Low,5,-8.642038648170155,52.3416771243008,48.97479135405497,94.69411313701663,448.80519556242723
2022-10-01,Influenza,New Mexico,0.1,Reporting,No Change,Decreasing,10,2022,65+,Female,Low,9,7.314035985050868,16.394078929352997,29.190377343599362,49.74823283711083,606.930733477443
2022-10-01,Influenza,New York,0.1,Reporting,Increasing,Decreasing,10,2022,50-64,Male,Low,56,13.407840255705032,91.21862757004833,98.34554992368322,87.93317064443676,255.71804674822187
2022-10-01,Influenza,North Carolina,0.6,Reporting,Increasing,Decreasing,10,2022,18-49,Female,Low,434,38.84598358214667,55.987139315833886,67.48707753516075,63.86137017794219,888.6060422385312
2022-10-01,Influenza,North Dakota,0.0,Reporting,No Change,Decreasing,10,2022,50-64,Female,Low,280,3.1021021234347614,44.55546789563317,99.22020778918554,2.440675376958157,1923.8364151475892
2022-10-01,Influenza,Ohio,0.1,Reporting,Increasing,Decreasing,10,2022,50-64,Female,Middle,368,30.447635023520043,86.36274987481285,99.13797288297057,46.75739962436906,973.8492966525437
2022-10-01,Influenza,Oklahoma,0.0,Reporting,No Change,Decreasing,10,2022,65+,Female,Low,463,3.9271213341251094,82.7568344888342,91.88798943446034,13.770561891369837,444.17658932544185
2022-10-01,Influenza,Oregon,0.0,Reporting,No Change,Decreasing,10,2022,50-64,Male,Middle,324,0.05447075226932796,14.121120190883119,63.46759388466582,95.64493136843967,972.3126039294439
2022-10-01,Influenza,Pennsylvania,0.1,Reporting,Increasing,Decreasing,10,2022,0-17,Male,Low,4,20.00351647910654,31.075584262641755,90.12528550286211,33.25099777669115,523.9337686353354
2022-10-01,Influenza,Region 1,0.1,Reporting,Increasing,Decreasing,10,2022,65+,Female,Low,415,36.534100504642254,23.342530949795993,97.43247457983803,65.22355344650119,502.265319648294
2022-10-01,Influenza,Region 10,0.1,Reporting,Increasing,Decreasing,10,2022,65+,Female,High,55,14.717536694979671,78.37501425440246,84.08468807164967,24.067347825904008,812.4913745364763
2022-10-01,Influenza,Region 2,0.1,Reporting,Increasing,Decreasing,10,2022,0-17,Male,High,498,13.258701208614713,52.40040424666862,96.54822804031379,14.96131953236376,903.1168645053066
2022-10-01,Influenza,Region 3,0.2,Reporting,Increasing,Decreasing,10,2022,18-49,Female,Low,395,5.795383542826746,93.17200691877859,67.64049215281915,86.24631290872314,116.04150603524363
2022-10-01,Influenza,Region 4,0.8,Reporting,Increasing,Decreasing,10,2022,0-17,Female,Middle,460,-7.462295532954607,31.01123210570169,18.8848073257187,89.89439481156319,225.89601076490226
2022-10-01,Influenza,Region 5,0.1,Reporting,Increasing,Decreasing,10,2022,18-49,Female,High,377,34.43063055410551,58.27712755211457,42.00280607836119,1.1122366543938056,1684.4499546446934
2022-10-01,Influenza,Region 6,1.5,Reporting,Increasing,Decreasing,10,2022,0-17,Female,Low,273,33.30036805704045,99.14613514507025,10.02313015431765,60.421569636713926,505.97188979134035
2022-10-01,Influenza,Region 7,0.0,Reporting,No Change,Decreasing,10,2022,50-64,Male,Low,321,11.099886784615247,2.6998812422271867,80.3123608475401,8.929999448551484,1325.9060038509513
2022-10-01,Influenza,Region 8,0.1,Reporting,Increasing,Decreasing,10,2022,18-49,Male,Low,185,36.010465976321754,13.535391964550293,35.997319092743176,17.26919006372537,901.0085447545391
2022-10-01,Influenza,Region 9,0.2,Reporting,Increasing,No Change,10,2022,50-64,Female,Low,183,1.9533348897998497,60.462461608241014,95.39243101009257,56.93819438414308,1360.7951103531286
2022-10-01,Influenza,Rhode Island,0.1,Reporting,No Change,Decreasing,10,2022,18-49,Female,High,278,10.06609606546214,7.703708772543905,29.703725738857113,40.625622323723995,762.4638712031676
2022-10-01,Influenza,South Carolina,1.4,Reporting,Increasing,Decreasing,10,2022,0-17,Male,High,351,24.19750377802476,8.120992475508038,40.66714656047468,80.04195741348835,601.3648096660439
2022-10-01,Influenza,Tennessee,0.7,Reporting,Increasing,Decreasing,10,2022,0-17,Male,Middle,291,-6.5152374486547,69.76046490220394,89.43563557320984,91.74660801236683,411.1859033911442
2022-10-01,Influenza,Texas,1.6,Reporting,Increasing,Decreasing,10,2022,18-49,Female,High,41,7.6179350943719015,31.394573597865396,96.56857020598692,40.82213217446152,588.0360097000907
2022-10-01,Influenza,Utah,0.1,Reporting,No Change,No Change,10,2022,50-64,Female,Low,128,5.466188366549465,95.89611511854386,11.41412923768792,8.999290194142906,1605.5647588289175
2022-10-01,Influenza,Vermont,0.1,Reporting,No Change,Decreasing,10,2022,65+,Male,Middle,206,-0.5322439303663238,28.180244731844105,81.23912559411983,94.01759312985456,1610.8456986536846
2022-10-01,Influenza,Virginia,0.4,Reporting,Increasing,Decreasing,10,2022,0-17,Male,High,172,39.47060966238709,17.281127200858226,82.98212129554557,73.57374880119782,1342.9206099267071
2022-10-01,Influenza,Washington,0.1,Reporting,Increasing,Decreasing,10,2022,50-64,Female,High,136,31.26883846438502,81.46730576698882,92.16715451392197,64.86096675453253,1373.596035387741
2022-10-01,Influenza,West Virginia,0.1,Reporting,No Change,Decreasing,10,2022,65+,Female,High,219,31.73845944326336,5.827893942363216,74.4742466709355,23.67727625793521,110.67205191156582
2022-10-01,Influenza,Wisconsin,0.0,Reporting,No Change,Decreasing,10,2022,18-49,Female,Low,261,37.35516387491079,73.81013378910407,11.748853719568675,26.99423843719435,737.9262726187766
2022-10-01,Influenza,Wyoming,0.2,Reporting,No Change,No Change,10,2022,18-49,Female,Low,276,9.459095512630931,28.691280391024286,24.041800992907746,70.88721478304618,1722.3324618905547
2022-10-01,RSV,Alabama,0.7,Reporting,Increasing,Decreasing,10,2022,50-64,Female,High,228,30.115561761633664,60.325484985130984,36.542099768787,11.747861325943276,353.4921239374305
2022-10-01,RSV,Alaska,0.1,Reporting,No Change,Decreasing,10,2022,0-17,Female,Middle,491,14.637028439360499,5.620900567380249,69.21508296299434,67.85531053593377,806.2708319014923
2022-10-01,RSV,Arizona,0.2,Reporting,Increasing,Decreasing,10,2022,50-64,Female,High,248,2.4474581374309565,49.149265281067734,20.18897852994207,77.2091974264008,284.6296739295703
2022-10-01,RSV,Arkansas,1.1,Reporting,Decreasing,No Change,10,2022,0-17,Male,Low,96,7.743596936332175,93.96811599009169,22.625986085292105,86.7640005295786,1988.2430049567533
2022-10-01,RSV,California,0.1,Reporting,Increasing,No Change,10,2022,50-64,Male,High,384,26.410123986150097,60.32462682798386,44.069203357134256,0.8119659220099495,108.72997415894241
2022-10-01,RSV,Colorado,0.2,Reporting,Increasing,Decreasing,10,2022,50-64,Female,High,458,-7.841105488315266,50.03272672817065,23.28788706450936,37.42398166136528,1862.0446113967162
2022-10-01,RSV,Connecticut,0.2,Reporting,Increasing,No Change,10,2022,65+,Male,High,73,30.879278179805418,72.49651027592317,1.4793479909378737,24.491580498067556,726.9451072139047
2022-10-01,RSV,Delaware,0.9,Reporting,No Change,No Change,10,2022,65+,Female,Low,276,21.51013966955333,40.65088919812966,63.518305835379266,95.20887447815002,1108.7731615642558
2022-10-01,RSV,District of Columbia,1.3,Reporting,Increasing,No Change,10,2022,0-17,Male,Low,398,-6.770689276653899,19.102436203558383,42.08162189029425,53.52712807361182,434.81303583468406
2022-10-01,RSV,Florida,0.6,Reporting,Increasing,No Change,10,2022,65+,Male,High,231,13.433061186092331,52.42883606238637,3.9641330403539343,81.3646795365723,841.3021452998198
2022-10-01,RSV,Georgia,0.5,Reporting,Increasing,No Change,10,2022,18-49,Female,High,366,33.1175110038389,98.4452863569159,27.55359085311495,87.0889134545715,1845.4993791954794
2022-10-01,RSV,Hawaii,0.9,Reporting,Increasing,No Change,10,2022,18-49,Male,High,46,1.491133655670465,40.59852622093661,43.64099237840533,69.36415175910993,258.45448722515283
2022-10-01,RSV,Idaho,0.1,Reporting,No Change,No Change,10,2022,65+,Male,High,67,25.105189634038474,89.54642830093738,56.68575765168078,77.9395312645075,887.0261591692256
2022-10-01,RSV,Illinois,0.9,Reporting,Increasing,Decreasing,10,2022,18-49,Male,Low,5,7.609265913841909,50.860073448679586,66.94005316659593,49.363687287056656,1405.82469719448
2022-10-01,RSV,Indiana,1.3,Reporting,Increasing,No Change,10,2022,50-64,Female,Middle,226,10.777568994947366,27.01091076420964,57.12599943887007,63.69911412053312,877.6001300128916
2022-10-01,RSV,Iowa,0.4,Reporting,Increasing,Decreasing,10,2022,18-49,Female,Middle,384,26.494712399654524,77.6746820758762,94.76702500922323,84.84153081621967,899.5337062857963
2022-10-01,RSV,Kansas,0.3,Reporting,Increasing,No Change,10,2022,50-64,Male,High,380,1.4793987228112968,33.9422405250233,46.63661904126499,23.317374665311107,829.4477978583809
2022-10-01,RSV,Kentucky,1.2,Reporting,Increasing,Decreasing,10,2022,0-17,Female,Middle,416,22.789513349941643,71.06374341895282,48.357623977080486,92.96600252491034,1649.8349029973137
2022-10-01,RSV,Louisiana,0.8,Reporting,Increasing,No Change,10,2022,18-49,Female,Middle,304,36.82556239596688,79.57860943079164,85.43486564710561,97.50548593676854,1248.329885753124
2022-10-01,RSV,Maine,0.1,Reporting,Increasing,No Change,10,2022,65+,Male,High,88,2.1770145298465913,9.208664442367509,20.21891759296828,59.79756063214789,1226.6448102930647
2022-10-01,RSV,Maryland,0.9,Reporting,Increasing,No Change,10,2022,18-49,Female,High,427,8.12349913775656,76.59770514094575,29.438438400957224,71.23480178725745,104.71421767604699
2022-10-01,RSV,Massachusetts,0.5,Reporting,Increasing,No Change,10,2022,18-49,Male,Middle,36,35.4917133852282,9.811736792419712,65.11951301860944,46.82844639163795,1774.384950143626
2022-10-01,RSV,Michigan,0.2,Reporting,Increasing,Decreasing,10,2022,18-49,Male,Low,192,2.469715653159202,56.1176560167331,81.48552547549023,89.86962049417345,674.2227806257279
2022-10-01,RSV,Minnesota,0.2,Reporting,No Change,No Change,10,2022,0-17,Male,Middle,404,4.157984383676464,29.445175754401742,47.51321616333964,24.491971015539427,224.04116530430377
2022-10-01,RSV,Mississippi,1.1,Reporting,Increasing,No Change,10,2022,0-17,Female,Middle,112,1.4883915331548287,64.09623463304621,68.14297275278665,2.0924831664533516,1565.426315690328
2022-10-01,RSV,Montana,0.1,Reporting,No Change,Decreasing,10,2022,0-17,Male,Middle,312,19.79185044826047,19.051242795966306,0.7028471731373886,50.640449340472884,1492.1917223832077
2022-10-01,RSV,National,0.5,Reporting,Increasing,Decreasing,10,2022,0-17,Male,High,75,34.237767048111145,4.384350585108998,71.17520568147964,9.879070577563542,1851.4134265125601
2022-10-01,RSV,Nebraska,0.7,Reporting,Increasing,No Change,10,2022,18-49,Female,Middle,309,34.21861504966338,61.98391422674031,18.971404440034988,33.5894521195397,1712.7230080386537
2022-10-01,RSV,Nevada,0.1,Reporting,Increasing,Decreasing,10,2022,50-64,Male,High,270,17.64387687790988,5.0858228342645635,42.43129237963458,89.69461795342337,1296.028171806211
